text,true_label,predicted_label
i m disgusted that you idiots and the media go straight to islam in regards to the shootings this was more than that media orlando,0,1
the tragic death of british mp joe cox should serve as reminder to to cool down the political rhetoric on all sides it can be deadly,0,1
ive been blockd from pages a lot the reason my views differed from theirs but being blockd for no reason is new thef ckhappnd,0,1
just got done watching 13 hrs man what did we do to our people shameful we need trump now our gov is pathetic,0,1
the world of extremism,0,1
what is a detoxdiet altwaystoheal healthy,0,1
hold the door,0,1
i fail to understand how in this day people can believe that race or sexual orientation can define a person as bad or wron,0,1
another life taken too soon another family s life destroyed yet they still won t change their law on guns iwillneve,0,1
yaaaaaas this is excellent,0,1
nice1girl na horny slut kinky nude hot nasty sexy porn naughty snapshot xxx young wet shy,0,1
well donald trump has officially reached the bottom this clown is paying hood chicks for promotion,0,1
my woodpecker shot in this months issue of shutterbug magazine,0,1
check out this flyer for trump yay titties question do we have to bring our own pussy to grab or will pussy be,1,0
shame on and for suppoing a racist like this is not the conservative pay i love,0,1
i ma incredibly dishonesty narcissist constantly slandering others but it s not fair when i m on the receiving end,0,1
being urself cannot be a death sentence prayfororlando lgbt loveislove,0,1
i m so deeply saddened by orlandoshooting almost numb from pain rhetoric amp anger is palpable online i m sick of the sick people,0,1
when yo brother is a rapist and you post his bail shady look in a mirror bitch,0,1
a must read in my opinion iamwithyou,0,1
the real jeff sessions neverump swampmonster,1,0
money can t make you but it is better to cry in your own yacht hilarious campaign by arg h,0,1
how far has systemic hate come first giving a shit about where trans people piss amp now killing unarmed gorillas s,0,1
like father like son capitolhillgraffix tshi shop custom fathersday,0,1
is that ppl are so spiritually blind so as to not see socialism as coveteous idolatry ccot,0,1
this is happening with a lot of people i think it s something by yt not censorship,0,1
pmqs why is not being dealt with bloody beer destitute desperate povey,0,1
so we can win if u vote 4 hillary hahaha mediablackout statusquo moneywins feelthebern not evn fnny nemore,0,1
retweet it sweetie bbw curvy bbws big ass pussy re sex sexy thick bbwlover kik vip retweet,0,1
sadly not as i m the wrong side of 30,0,1
girliguessimwithher tag is the saddest representation of how people feel they are now forced to vote for her,0,1
ruleoflaw for kamalnath is no diff frm rule of law in case of safrron terror sadhvi,0,1
in nh some cheer a dangerous caricature of a person using words he doesn t understand to try and capitalize on tragedy for votes,0,1
south sudan unrest exacerbated by conflict among cattle herders global development the guardian oil,0,1
obama just cleared the cow path old leaky bovine hillary will clatter along to return to the house she o,0,1
our md will be speaking at this year s driverless technology conference,0,1
the holy prophet muhammad pbuh said is the man who avoids hardship abudawud hadith quotes,0,1
i say it was just as good as thekingsspeech but it won t win an oscar,1,0
is that 49 or 50 less in the world,0,1
for the life of me i do t know why people must be defined by their sexuality why can t they just be,0,1
until the usa gets it s gun laws under control nothing will change and the last people they will listen to are us gays lovewins,0,1
that s the problem he doesn t even realize that mentioning the judges ethnicity is racist,0,1
own team up with new mc amp show what phillysuppophilly amp combat,1,0
removal of aap spokesperson alkalamba showcases dictatorial mindset of kejriwal,0,1
of all the republicans i am most disappointed w i thought he was a decent man until he endorsed trump,0,1
mr a mrs gelber firstdance dawnsgynta hapus,0,1
bill liberals love their bleeding hea hashtags imfragile,0,1
so terrible this reminds me so much of selena a beautiful talented rising star like christina murdered by scum,0,1
how did it get that bad what did no one notice why why hate hate does that jocoxmp insipid tragedy tolerance,0,1
looks like i have this outline nailed down amwriting,0,1
humpday enjoy my newest act simply titled stripper i filmed this yesterday to apply,0,1
we have human beings killed b c of their sexual orientation refugees suffering amp trump yet is worried about chickens,0,1
i ve been trying to get male family members on board they can t quit being fanboys whitegenocide cuckssuck,0,1
wakeuppeopl3 duck motherfucker misinformation conspiracy motivation,0,1
there is no difference between your ignorance and you re dumb theron,0,1
i am saddened that no one has thought to groom her for the position before asking her opinion on such an issue,0,1
terrible war in our world ideology vs humanity equals liveslost problem throughout our world banassaultweapons,0,1
and yet the dems have no issue with aboion cloaking it in the lie of choice babiesmatter,0,1
i c sociopaths low iq satanic everything that is an abomination2 god will b the norm as well as committing a1 felonies,0,1
so all these little pundits running around 5 moves behind he is the new media,0,1
oh noes youtube is persecuting and censoring jim now its a conservapocalypse,0,1
7 impoant things to allow the child to be,0,1
you can do 99 good things for some people but all they remember the one bad thing unintentionally happened by you wor,0,1
looks like prayforoakland tag is full f libtard bot comments i trolled awhile same repetitive word4word complete chicago,0,1
has fooled a lot of young ppl who haven t researched her felonious acts her blatant disregard for 4 americans lives,0,1
pathetic service no signal since 1 week amp no engineer has turned up yet to chk wt is the problm aftr sevral complaints,0,1
please note this story is fake read the comments africans are lazy good at sex theft hillarydesperation,0,1
incredible content beforesex,1,0
use light box to tackle the disorders in uk paulfiona read more,0,1
introducing our keynote speaker at eclipsecon france,0,1
busty and sexy women naked hardcore anthems,0,1
america pay attention story true,0,1
i thought she had 72 assistants gladshesgone nohope,1,0
the growth indicates people r actually liking the movie,0,1
we re here ssjv ssar ouachita baptist university,0,1
the man raghuramrajan who led the one eyed king in land of blind does not seek second term,0,1
internalized homophobia is real why was this an option at all sick,0,1
sir u r commiting a blunder india deserves this man forced banks to reveal their actual position guv,0,1
oseaaa vids anikka japonesas movement happyend click to watch,0,1
british lawmaker lp amp mother of 2 jo cox assassinated by right wing nationalist who shouted england 1st,0,1
justice has been served bosmatrial,0,1
so the tells all the other players there might be a penalty but they re not sure,0,1
pussy keely hazel nude pictures,0,1
brought 1l of bacardi limon to this pay and i m almost out,0,1
i can t believe any american would vote for her so many scandals,0,1
mainstream american news at its finest they only tell u what they want u to know they only show u what they wan,0,1
competing threads of hate in the orlando club shooting antiislam anitgay which hateful ideology wins orlandonightclubshooting,0,1
we knew nothing about retail really what an ideal candidate to buy a large chain of depament stores chappell,0,1
total asssss worst mistake ever lord help us all ass pos,1,0
the fact that another american is even a possibility in the orlandoshooting is,0,1
npp should be happy we stole their manifesto ideas nketia if indeed there was any truth in their c,0,1
makes you ask yourself who am i then am i anybody until god oh thank you god,1,0
sexchats kcw leeds automobilizam meet downl click to watch,0,1
nexus goes above and beyond to ensure quality and service are maintained and continues to be the norm customers nexus ayrshire,0,1
coming from and powerhungrytraitors the hereticfoundation,1,0
lebron rebounding down almost 50 from game 5 to 6 decline nbafinals cavswarriors,0,1
7 impoant things to allow the child to be,0,1
there must be a clause in his baylor contract for personal conduct or lack of institutional control as the hc,0,1
7 impoant things to allow the child to be,0,1
america do you trust in god or trust in gun it looks as if you are not for guncontrolnow you trust in gun amp dismiss god s protection,0,1
when the girl code doesn t even exist anymore rant why helpless girl wishiwasbetter itcouldvebeenme fuck,0,1
finally figured it out donaldtrump is the new lbj but you know racist and without the skill and brains gt ht,0,1
watch mob of islamist attack a radiohead fan 4 drinking beer in turkey ramadan,0,1
hello why not vote,0,1
i bet thats what the left is feeding them i think he actually believed what,0,1
let 2017 be that newyear where america chops down obesity knocks down amp prejudice pride make a better amp enjoyable lifestyle,1,0
last retro christmasadve for you this year and whilst i do love a good bit of tupperwear i do not want,1,0
keyshacreamy na wet porn kinky horny xxx slut hot young snapshot nasty naughty sexy nude shy,0,1
elections2016 bullshit this is what happens when you don t bother to factcheck losers yourealldoomed,0,1
i will not delete those tweets they re tweets i stand by those tweets i ve been attacked for 21yrs i m,0,1
bus service 40 mins late spectators missing their athletes swim appalling organisation pushing shoving etc,0,1
it s pure greed that s pushing land amp house prices up i bought cheap land built a cheap house and raised 2 kids on 1 wage,0,1
lock the gate pamgelleheracist mmiw mmiwg,1,0
as suspected family section improvements is just reducing the size of family section,0,1
kejriwal must accept role in making of udtapunjab conspiracy to defame punjab,0,1
guys maybe he s famous but the most impoant thing is is human this is ridiculous sorrybradley,0,1
julie u spoke to us we just didn t understand it then ripjulie,0,1
knossos amp akrotiri not included because they aren t unesco world heritage sites,0,1
about that greathonour careerconvos,0,1
gays killed en masse by islamic murderer but this twink blames for calling out the culprit,0,1
bihday mr donald trump and may you have many more,0,1
curbed wheel gutted curbedwheel alloywheel money bollocks,0,1
family feud i thrive on it bitches,0,1
lt no more feeding at the public trough piggy michelleobama,1,0
smoking a black in an eno,0,1
everybody sympathize with this family but when the little boy fell in the gorilla pit most wanted the mother condemned thetalk,0,1
bigot brigade still pumping klanservative racebait,0,1
corruption is everywhere these days even in the places you least expect it,0,1
the education of public servants is a critical pa of the path forward so true,1,0
ahh the old days when fans weren t entitled and the student section was the subject of admiration,0,1
trump heard some great things are happening with the roccityroyals he sent me this hat,0,1
an unappetizing scam women we need to throw off the shackles of salad food foodie,1,0
if i kept getting interrupted amp talked over by commercials it d piss me off livestream dontwanttomissanyoftheshow,0,1
cavycorners hooded cavy f4f rss hooded cavy,0,1
sad aspect of rule by bigbiz gt u s companies fleeing venezuela to escape country s collapsing economy,0,1
there has been so many acts of terrorism on our homeland under obama more than any other president too many dead americans orlando,0,1
9941 love are people team saruman or team frodo swaggins,0,1
just watched agirllikeher n don t knw what 2 say wasn t dat bad 4 me but i do knw what it s like 2 b bullied like dat,0,1
badger has a new kennel and toy badger,0,1
people that refer to a major nominee of a pay shillary make me sick regardless of opinion of her have basic human respect jesus,0,1
suspected people 3,0,1
how come the atheletes don t put their hands over their heas during the nationalanthem i was raised too where is the respect,0,1
0tolerancemovie nattaway2 f4f rss nattaway2,0,1
most dangerous and deceptive speech ever knows nothing about immigration policies scary neverump,0,1
only 2 days to ypttl2016 to welcome over 200 delegates from across scotland empoweringyp,0,1
someone tried to hack my facebook and it sent me a email saying they blocked the attempt,0,1
clusterfuck when will address systemic mass murder in arab states s,0,1
why do you keep posting aicles from breitba are they the only ones saying positive things about you pathetic,0,1
a politician under investigation by the fbi is the presumptive democratic nominee faileddemocracy feelthebern,0,1
cases should not be treated lightly the judge would ve given this so called man a longer sentence if he cared,0,1
trump and clinton are leading its up to the americans to choose the lesser evil na mds si bernie sanders,0,1
who else is for the oakland county fair,0,1
stlouis still needs help thinks he s survived we need to get him out of office asap ferguson,1,0
quack quack quack fuack quack quack duck quack animal,0,1
terrible news jo cox mp hea goes out her folks terrible thing happen someone helping people,0,1
she has an identity disorder from social rejection like many libs,0,1
2016highlights samwu fights against in various municipalities such as in naboomspruit area,1,0
innocent but 80snostalgia i d love a gollybar said every irish kid ever,1,0
aap congress hell bent on vitiating communal harmony in punjab bjp leaders,0,1
reminder vanishingwomen is on tonight missing chillicothe women scary wherearethey,0,1
bhanuj kappal on the truth about punjab a consumptive drug problem farmer distress and the cbfc udtapunjab,0,1
who sounds like the idiot throwing a temper tantrum like that are you under 12 lastword,0,1
what is a detoxdiet altwaystoheal healthy,0,1
so you are painting a target upon seeking someone rids you of your threat,0,1
this is sooooo or may be just funny,1,0
pussy free pics nude mature,0,1
there is big amount of generalization happening on fb due to this attack people don t want tolerance people want tonbe right,0,1
next attack wont be in japan guaranteed smaimmigration zeroattacks istanbul religionofpeace reliability,1,0
allahsoil we think of cultures as separate and distinct from one another,1,0
my ass is bigger than any girls,0,1
met this girl 5 yrs ago online b ng gay friend y does she look like this when she didn t b4,0,1
russian default position when faced with accusations of doping violence in marseille barrel bombs on hospitals in syria is to lie,0,1
this great post so 2 see ur interests are converging edtech highered,0,1
decades later sickness among airmen after a hydrogen bomb accident the new york times comeonusa,0,1
today is a very one stop the murdering orlandolove god,0,1
the list is created by a bureaucrat without due process you really don t under the us constitution,0,1
what is a detoxdiet altwaystoheal healthy,0,1
dishonoured 2 i cannot wait dishonoured is one of my favourite games e32016,0,1
still waiting 4 2 send rejection letter for admissions aspiepride aspie aspielife rejected dejected deflated,0,1
another example of religiouspsychosis it s an epidemic of brutality amp ignorance,0,1
we the people are failing our fellow citizens,0,1
irony is when a woman who wears make up says you not a real man,0,1
sure is the picture of this election,0,1
huge black dicks porn pussy,0,1
selena selenaquintanilla retweet if you re its friday smileselenastyle,0,1
a young boy shot on his back stray bullet inside the house corddemos innocent people caught up in this violence,0,1
just pre ordered this it sounds a really great book,1,0
fronting ass boy lmao,0,1
raghuramrajan the nations needs u regret now why we had a govt with a majority but takes decisions that so not represent the majority,0,1
waow this is the biggest it business deal of the decade,0,1
rahul forcibly asking punjabis to admit they are drugaddicts,0,1
no bfv fans won t like this dating show superficial adultcampingtrip,0,1
liveme lgbt transguy youtuber brennank s onairnow,0,1
united states continuing jobless claims came in at 2 095m below forecasts 2 171m in may 27 blog silv,0,1
sick verbal irony of the left equaling homophobe amp islamophobe protecting both the viper amp the mouse as the viper eats the mouse,0,1
what do you think of alexjones saying draintheswamp populationcontrol you had good videos with him they got him,1,0
it is sad that the police are even more brainwashed than the rest truth wakeupamerica,0,1
why follows me ppl that met justin why why why,0,1
but not for dlc,0,1
everybody hates the white crayon,0,1
stephen colbe contributes nothing to society hoping he moves to canada when trump wins loser ovehehill maga,0,1
2016 the year in,1,0
it just fn i can t believe this and they justify it w abt pay 1st what happened to country 1st,0,1
qatil poetry poetry eid poetry 2 line sms eid ghazal urdu poetry dard poetry beutiful follow on,0,1
girlsinsteam tech media agentsofshield the paley,0,1
huntsvilleisd announces summer school will continue censors questions about whether it s mandatory staar,0,1
sex stories women s nudes,0,1
love this tshi pokemon nintendoe3 e32016 for men and women hypebeast youthday2016 thursdaythoughts gift,0,1
ben is literally one of the most fake human beings i have ever encountered can ttrusthim donttrusthim beware,0,1
amp the media constantly repeating him has ushered in an unfounate acceptance of insults as political rhetoric,0,1
theresistance resist we must stand together with all of our brothers and sisters,1,0
coroner ex nfl rb phillips death was suicide,0,1
to all of those who answer replies to my youtube comments you do not i repeat you do not know me when i m angry goodluck,1,0
he has to play ball now the state of our politics it s now all a facade as we ve lost principality,0,1
we ve had some of that round here but you and i value democracy hence our voting choice they don t,0,1
no worries the taxpayers have this covered,0,1
the eye of the tiger gn boanoite selfie snapchat teen gay gayboy gayguy,0,1
these clev fans think they are winnin on their own if this wasn t staged lebron wouldn t have double digit points mrchoke nbafinals,0,1
urges eci to convene all pay meeting on udtapunjab issue,0,1
first female mp to be murdered in britain and my timeline is full of arguments about whether it was brexit motivated or not ripjocox,0,1
daysydoll na naughty nude young horny nasty hot shy snapshot sexy porn kinky slut wet xxx,0,1
when they the only mtf huin,0,1
um why a girl and not a boy or maybe just gender neutral teenager,1,0
diisgusted by the perks offered to passengers of the same race as male crew members on flt 43 vs others who arnt same,1,0
just what such a victim needs at this point what a joke spaciba,0,1
our two presidential candidates everybody this is what we ve devolved into elections2016 america smh usa,0,1
pastor maimane won t respond to that zille is his boss and she literally made him he will kiss his job goodbye shou,1,0
sad news are thoughts are with jocox family news parliament mp labourpay nottingham,0,1
hump on that hump day humpers edwardsville pennsylvania,0,1
10 ways to say in english vocabulary learn english ness,0,1
proof blocked me astounding ludicrous and pathetic to think i respected them jokeonme smh,0,1
a n g r y msqrd beard bearded bear black white shoulders man guy boy brown,0,1
and all those others that didn t win are losers i hate losers,0,1
racist assholes ban one of the sweetest and kindest breed of dogs when will humans be blamed for pits stigma,0,1
i just saw a horrible example of a so called million woman makeup amp heels amp weave don t cover up an ugly personality,0,1
people like you have nothing to contribute and get a kick from being contrary guncontrol is needed,0,1
so proud of our congressional co chairs womeninpolitics congress,0,1
warns rahulgandhi not to play politics on udtapunjab,0,1
u didnt invite us either,0,1
politics is great in theory but politicians are all self obsessed point scoring children amp idiots take their word as gospel dangerous,0,1
aap congress hell bent on vitiating communal harmony in punjab bjp leaders,0,1
yay more domestic terrorism,0,1
i ve heard in presidential debates about isis vladimir putin and the lgbt rights but none will address the injustices towards blacks,0,1
europe proves that diversity amp multiculturalism bring violence rape amp ruin to our white western countries,0,1
looks like canadians cared more abt americans slaughtering theirown,0,1
so the can remove saudi arabia from a blacklist of those who have caused harm to children because they threatened to pull funding,0,1
florida governor obama has not called after orlando terror attack,0,1
waiting for first media comment to downplay impoance of orlando shooting because hey lgbt poc so obvs not impoant,0,1
pakistan i am that cyber crime bill has not passed yet and i can share it in respect of nawazsharif,0,1
how i feel about ceain ppl sorry notnamingnames feelingignored justwannatalk,0,1
extremeboy1 na porn nude hot shy naughty nasty kinky slut sexy horny young snapshot wet xxx,0,1
ur anti wenger agenda has blurred ur sense of rationality u turn every scenario to suit ur anti wenger agenda,0,1
i d rather nominate at a racist than a liberal paul ryan basically uniteblue,0,1
bitch i slay blackseadancecamp 2k15 borntodance,0,1
real mexican porn hardcore anthems,0,1
seeks probe into udtapunjab leak points finger at amarinder aap,0,1
ima female an ion even understand females,0,1
childless woman demands maternity leave via seems like a headline from the onion but it s not,0,1
seriously lede come on you can do better,1,0
hey has the winner of the bmwrugbypathways competition been selected yet greatprize,0,1
it d be lol funny if it weren t possible,0,1
this voice was silenced by a maniac with a gun damn him to hell ripchristina ripchristinagrimmie rip,0,1
sirf ashiq log follow karen iqbal galib wasi faraz mohsin ki full poetry no add follow f,0,1
seriously lede come on you can do better,1,0
gee sethmeyers u own the washington post thought talk shows were neutral,0,1
when it hus ripchristina orlandoshooting prayfororlando lgbt vine by grandaya ripchristina,0,1
what is funny is that most of the world thinks gays are one happy group looking for equality so much fighting behind the scenes smdh,0,1
when getting is the most appropriate response justicereform lovehasntwonyet,0,1
trump if elected i ll ban immigration from areas with terrorism ties i guess only people from antaica will be permitted,0,1
end times i m staing to wonder if god has totally turned his back on america this is sickening,0,1
this is precisely what the opendata book club is all about,0,1
just listened to obama speech re orlando killings he completely politicized the event instead of addressing the tragedy itself,0,1
the reactions are the surest sign that the terrorists have won and that americans are ready to fight each other first,0,1
more texas entitlement proof can t see how anyone wants to be a pa of the culture they have in austin ut,0,1
fakenews and a must feel good,1,0
you re too interested in being right and uninterested in determining truth lack of maturity amp intelligence,0,1
figgity figgity fucked up emo yikez,0,1
i agree oprah shows suppo for hillary even tho she is corrupt amp does business with middle east for,0,1
you go girl maga,1,0
perfect ass pov porn pov povporn blowjob retweeetme,0,1
have we ever had peotus willing to complain abt his defeated opponent amp pay well after election over and to do s,1,0
let s face it i won,0,1
another example of religiouspsychosis,0,1
cia ncs sockpuppetarmy hbgary troll snowden amp their sop is logical fallacies not saying is or,0,1
this guy look like his brother is who s first wife found him w another man having sex documented on a tv,1,0
stop can t handle their drink or the heat along with bad manners and racism in a volatile city,0,1
i still can t get over donald trump s very poor sentence structure skills injustoutbook uneducated,0,1
everyone in india know that bjp politicians are involved in drug trade in punjab udtapunjabgiabadal udtapunjabcensored,0,1
haha i get it,1,0
they don t follow orders we know more about their candidate than they do,0,1
taking guns away or giving people guns it honestly doesn t matter because people are gonna still be hateful and do what they want,0,1
haha better that than taking dangerous guns away from terrorists,0,1
really that are sponsoring this year thegamefair,0,1
7 ordinary questions that lead to a marriage via,0,1
bihday sexy girl nepa girls nude,0,1
has gone through many troubles with censorship they have faced many cuts so it equalises to udtapunjab as well,0,1
confirmed islamism worse than aids,0,1
the latest dairy k s thanks to,0,1
the left is skilled in the dark as of self rejection and psychosis,0,1
flagging because you might be police,0,1
todays shootings are an attack against us all but i especially hu for my lgbt friends prayfororlando speechless why,0,1
black12iwhiteboy na porn nude xxx nasty young horny slut hot shy sexy naughty kinky we,0,1
such heaache lgbtq pulse,0,1
pussy flavor fla porn,0,1
udta punjab censor board leaked downloaded going to watch nocuts full uncut movie,0,1
maybe it s time for conservatives amp working class americans to really take a stand,0,1
clueless top nyc cop william bratton promises 2 lead the nation in small marijuana arrests gt,0,1
bihday to the queen of divas according to anneejem bestcelebrity,0,1
an act of hate stas a wildfire of more hate instead of coming together we just hate each other for having different political views,0,1
charity fundraising director comments i ve previously used 6 systems but junaricrm is the most comprehensive and simplest to use,0,1
i would give away my firstborn to see take on blanche dubois omg,0,1
after talking to my gf it just confirmed to me your comments about mcguire were a joke poorjournalism yournobody joke,0,1
7 ways facebooks repoingsystem fails its communitystandards its users by blacklivesmatter,1,0
suicide depression i wonder if suicide is the best choice,0,1
yep says he is a racist but still wants all to suppo him shows who the are in 2016 imwithher,0,1
absolutely disgraceful this makes me so fucking angry they are scum and they make me feel ashamed to be english,0,1
he hates himself and thinks everyone else is the same,0,1
what about mexican fans nobody care about us,0,1
brilliant apparently it s in his hunt s hands he could use section 7a to override health amp social care act stopping it,0,1
i m so sorry that in this day and age people can hate so much to kill just because of their sexuality religion or colour,0,1
nude female movies rachel bilson nude fake,0,1
it s official i just purchased the whole kaepop collection of lipsticks,0,1
has anyone heard from the berkowitz s,0,1
anyone who suppos clinton on a feminist basis only cares about white centered feminism and that s disturbing and disgustin,0,1
well you know when you speak curses the return back to the sender god said bless and curse not,0,1
we think greg is with his order don t you pls keep voting for,0,1
are you going to let a girl beat you tiny hands neverump gop loser,0,1
when we celebrate whenwecelebrate russianvodka russian vodka,0,1
i cannot wait for donald to let all of the nation down with his fairytales speeches,0,1
the world has become a place where people need to complain and generate faux outrage to feel impoant,0,1
meanwhile google violates free speech at will,0,1
what a huge crowd for trump,0,1
sad or dukhi shairi urdu shairi love poetry gazal nice poetry daily free poetry dosti msgs plz 1 try follow snd 40404,0,1
what a cowardly president we have in anerica orlandoshooting,0,1
not surprised you didn t understand speech and i m sure your suppoers didn t either notsosma weak,0,1
bjp govt transformed punjab says sukhbir as jaitley lists achievements of nda,0,1
another closet trump suppoer who won t admit it publicly and makes excuses why they follow me,0,1
they are so jealous they would rather we end up under the thumb of a fascist rather than watch a woman win,0,1
asians pussy pics hardcore events,0,1
stalk me watch me i m just a peon poor disabled kill me this usa is not the usa i used 2b proud of amp the universe doesn t care,0,1
sexy as fuck directioner niall nialhoranfacts niallerwins hot justindrewbieber justindb believetou,0,1
gentlepassion4u na naughty shy slut nude sexy hot porn horny kinky nasty snapshot wet,0,1
we live amongst people who prefer honey coated lies to the bitter truth,0,1
you were must created in russia this morning get back to me when you have been blocked by the gope deleteyouraccount,0,1
green has been warned he chronically does this he should be suspended for the series but business is more impoant,0,1
now imagine waiting for beer and cheeseburgers for 8 years that is what republicans feel like trumpismorelikedoritosthoughprobaby,0,1
postitnotechronicles that s what they want to complain about reaching lies jiz,0,1
suppoing trump makes conservatives act like liberals,0,1
trump suppoers are interesting though disabled dementeddonny has fooled idiots that s okay yet,0,1
cuz of election fraud and voter suppression congratulations thanks for the reminder that the muppets was canceled btw,0,1
ha ha it s pathetic remain just don t get it do they brits don t like to be bullied or blackmailed,0,1
mate try addressing my argument rather than trolling me staups rude,0,1
dear theresamay brexit is amp lies remainers should never unite with leavers have a shit christmas lady,1,0
today i can relate to this i never give up it was difficult to wait bt sabr ka phal meetha hota hai,0,1
donnabrill na slut naughty wet hot horny nasty porn nude young shy xxx kinky snapshot sexy,0,1
we are ceainly at a 1a tipping point in this country,0,1
wth is wrong with people restinlove,0,1
allahsoil stones and humans are different but to gravity theres no difference em,1,0
sex blonde teen ebony orgy,0,1
oscar tabarez talks luis suarez s reaction during uruguay vs venezuela suarezs,0,1
joshwin is always like this what s wrong with that guy,0,1
hrc ppl honestly don t c,0,1
powerful piece but when i read some of the comments to this tweet i think we r f ing doomed,0,1
so trump s campaign manager tweeted out a fake poll about how trump has soooo many aa suppoers dumpsterfire,0,1
sadly this so so so true disgusting trump2016,0,1
really sad that people are whistling during the hymn of russia euro2016 engrus befair,0,1
anyone else notice most of the suppoers are pageant girls with years to internalize a female oppressive system,0,1
throws up a paicularly destructive l as she sneers loser,0,1
the problem with good people is they put up with too much bullshit i m here to give liberalism some claws liberal progressive,0,1
people in this world baffle me how can you put someone else s number online wrong,0,1
it s working the social media divide is growing by the minute,0,1
you ve got nothing to say so you assume that ahahahahahah,0,1
agreed he s a lying asshat say it own it lyingdonnie,0,1
with the whole world watching this is who they see as the head of the republican pay a child who calls people names,0,1
we ve heard monkeymomma is going to croft,0,1
you tell versions of lies with your hatred and vile attacks upon black men and women theron,0,1
agree just take bin but common sense they know who are persistent and those where it s a one off council tax tut,0,1
zadiq khan should be sacked over this it s insulting to us british,0,1
america has become a reactive society when pressured we do whatever stand up and be your own person and not be pressured,0,1
when humans unite in love amp respect terrorism tyranny is defeated but we re too busy loving objects and using each other,0,1
dark matter a movie about a science grad student starring meryl streep and ye liu awareness,0,1
yes you did and it s mock,0,1
what is a detoxdiet altwaystoheal healthy,0,1
let me tell you a story about and videogames specifically marvel super heroes vs streetfighter,1,0
punjab govt bjp have nothing to do with udtapunjab row vineet joshi,0,1
its always a white christmas in my household onlywhitechristmas,1,0
walking a cat in batman boxers bigender darkknight kitty pansexual batman gay,0,1
if you think about it you are the one we love,1,0
your future albea ndp bankruptcy ableg,0,1
photographer aist we look so rumbleoutthebox ottawa judges,0,1
did the general pull the pin of the grenade and pose for a selfie or what,0,1
it s true it was aired on libey tv they gave justification for it,0,1
7 impoant things to allow the child to be,0,1
thanks to some random software download going on in the set top box i am missing the tonight show starring jimmy fallon why obama,0,1
how did my 2 polite tweets disagreeing w thesis in f o toole s aicle merit being blocked by liam stack nyt,0,1
