text,true_label,predicted_label
sikh temple vandalised in in calgary wso condemns act,1,0
that s the problem he doesn t even realize that mentioning the judges ethnicity is racist,0,1
just women empowering each other unstoppable vision mood blessed,0,1
own team up with new mc amp show what phillysuppophilly amp combat,1,0
of all the republicans i am most disappointed w i thought he was a decent man until he endorsed trump,0,1
outrageous racism from rother dc hope the families sue 4 failing to follow advice for a life guard amp causing the d,1,0
when i asked the sales assistants if they heard they quickly copped out hmm i wouldn t be surprised they said,1,0
office woman porn blue tube,1,0
msg of hope for newyear a business to end endof2016 tedtalks tedatibm,1,0
the latest the equality echo thanks to equality,1,0
how did it get that bad what did no one notice why why hate hate does that jocoxmp insipid tragedy tolerance,0,1
word factory race denial prevents healing southafrica leadership transformation inequality 13,1,0
falsenarrative falseequavalency your comments are reflections of ignorance and,1,0
we have human beings killed b c of their sexual orientation refugees suffering amp trump yet is worried about chickens,0,1
psa in the age of information the true ethnicity of biblical people has caused an overlap of and,1,0
more people care about shark week than black history month trevor sharkweek2016 june26,0,1
looks like prayforoakland tag is full f libtard bot comments i trolled awhile same repetitive word4word complete chicago,0,1
incredible content beforesex,1,0
back to open misogyny bigotry childlabor,1,0
busty and sexy women naked hardcore anthems,0,1
i thought she had 72 assistants gladshesgone nohope,1,0
the dems need to keep feeding their narrative marxism,1,0
2017 will be a wonderful year if you re a craving an authoritarian hand,1,0
tackling systemic racism and our biases through empathy read sdgs edchat,1,0
competing threads of hate in the orlando club shooting antiislam anitgay which hateful ideology wins orlandonightclubshooting,0,1
is now a datacosmologist you can become one to join us in the data black box at 1pm nhsscot16,0,1
birmingham friends don t miss this special lecture on bonhoeffer and racism from bonhoeffer expe,1,0
the major kind of that people arent talking enough about via environmental,1,0
total asssss worst mistake ever lord help us all ass pos,1,0
rambling about the alt right blacktwitter tcot tlot altright bcot blacklivesmatter,1,0
healthy and independent women only can take the state forward upcm womenempowerment,0,1
sikh temple vandalised in in calgary wso condemns act,1,0
makes you ask yourself who am i then am i anybody until god oh thank you god,1,0
coming from and powerhungrytraitors the hereticfoundation,1,0
please don t forget to use the word that is what binds these men we can never ignore or excuse that,1,0
why cant we run this thug fool agitator out of stl,1,0
finally figured it out donaldtrump is the new lbj but you know racist and without the skill and brains gt ht,0,1
let 2017 be that newyear where america chops down obesity knocks down amp prejudice pride make a better amp enjoyable lifestyle,1,0
louisville kentucky woman goes on rant at jcpenny exposeracism ignorance,1,0
last retro christmasadve for you this year and whilst i do love a good bit of tupperwear i do not want,1,0
j c penney employee holds customer in headlock wow and they havent responded corporatebs boycottjcpenney,1,0
keep up the opposition to endthenation,1,0
share i never been thoughj experience amp i never looked at caucasians any differently watch this,1,0
lock the gate pamgelleheracist mmiw mmiwg,1,0
all men are created equal and if we dont believe itmaybe we should stop saying it hube humphrey bigotry,1,0
keep in mind is totally not but all whites are dumb,1,0
you forgot small hands orange skin weird hair big teeth sociopath insanity misogynist bigot,1,0
antisemitism kills in 2017 remember no one is born to hate love can change the world,1,0
stayed up to watch orange is the new black orangeisthenewblack,0,1
im so done with delta airlines and their rude disrespectful comments amp actions neverdelta,1,0
lt no more feeding at the public trough piggy michelleobama,1,0
democrats are the 1st to tell jokes,1,0
smoking a black in an eno,0,1
i don t wish an happy new year to a an homophobic a warmonger a a worlddanger like you,1,0
the education of public servants is a critical pa of the path forward so true,1,0
trump heard some great things are happening with the roccityroyals he sent me this hat,0,1
you re running out of hater bitches to whiteknight you,1,0
no balls to own his coward,1,0
never be content to sit back and watch as others rights are trampled upon your rights could be next iqg,1,0
there has been so many acts of terrorism on our homeland under obama more than any other president too many dead americans orlando,0,1
if you are one of the 64 2 mil americans who rejected bigotry amp hatred fly your flag half mast on jan,1,0
when will this pms end i hate feeling my feelings of hatred bleed vagina just bleed girlproblems unfocused tmi,0,1
meet the wilmington peacekeepers they walk in beauty cnv week of actions peace povey climate,1,0
i hate rere,0,1
while can use phrases like sandniggers is acceptable 2 ya hm u is,1,0
trump and clinton are leading its up to the americans to choose the lesser evil na mds si bernie sanders,0,1
icymi yesterday this is what one peh venue offers for nye enteainment rapeculture vaw some ht,1,0
stlouis still needs help thinks he s survived we need to get him out of office asap ferguson,1,0
seems its escaped your attention that bashing whites isn t winning you any elections over 1200 dem seats lost 08,1,0
irritations like new ghostbusters haters indisputably are intrusively indecent imitations misogynist whiners,1,0
based on recent commercials from state farm and old navy omarosa s choice is clearly,1,0
how dare you accurately poray treasonoustrump china next they ll say he s a fascist lapdog for putin,1,0
2016highlights samwu fights against in various municipalities such as in naboomspruit area,1,0
book enduring conviction fred korematsu amp his quest for justice humanrights ht,1,0
innocent but 80snostalgia i d love a gollybar said every irish kid ever,1,0
reminder vanishingwomen is on tonight missing chillicothe women scary wherearethey,0,1
racial profiling by in cologne such disgusting,1,0
this is sooooo or may be just funny,1,0
sikh temple vandalised in in calgary wso condemns act,1,0
will the alt right promote a new kind of genetics mt,1,0
next attack wont be in japan guaranteed smaimmigration zeroattacks istanbul religionofpeace reliability,1,0
i gotta hand it to you keeping it pretty darn cool in the face of such blatant,1,0
friday y all druzy design black earring jewelry gbj1455 elegant women,0,1
koreans amp joseon people in japan will abuse the for claims of own rights by rough demo algona,1,0
so wonderful to see an intelligent woman stand her ground against a condescending jerk,1,0
7 horribly ads from 2016 that made us cringe,1,0
outlets reddragondas recoils 22g pvd black finish 4 980 follow,0,1
huge black dicks porn pussy,0,1
selena selenaquintanilla retweet if you re its friday smileselenastyle,0,1
if they say their comments are just a joke or smth it will be just their opinion i don t think so it s a,1,0
just pre ordered this it sounds a really great book,1,0
the latest the african american turmoil thanks to blm,1,0
what do you think of alexjones saying draintheswamp populationcontrol you had good videos with him they got him,1,0
potus is attempting to sabotage or country in his final days israel obamacare isis energy russia,1,0
throwback x chinatown x vacation smile berlin bln blond white black brown,0,1
everybody hates the white crayon,0,1
stephen colbe contributes nothing to society hoping he moves to canada when trump wins loser ovehehill maga,0,1
2016 the year in,1,0
it isn t to target illegals and or criminals it s just plain commonsense,1,0
reading list for the new year afrofuturism anarchism capitalism colonialism magicrealism,1,0
no convo on how to stop indigenous deaths means anything unless it stas with how we face into epidemic against atsi,1,0
this s insane acts by koreans they will trample national flag of other nation it s clearly rapeculture,1,0
sex stories women s nudes,0,1
theresistance resist we must stand together with all of our brothers and sisters,1,0
babies fisher price fastfinder dome backpack diaper bag black bouncingbaby,0,1
to all of those who answer replies to my youtube comments you do not i repeat you do not know me when i m angry goodluck,1,0
he has to play ball now the state of our politics it s now all a facade as we ve lost principality,0,1
trumpusa when they call us homophobic misogynist they are really saying the,1,0
orange is the new black is back on netflix that s my weekend taken care of along with the tv tennis at queens,0,1
and destructive socialists maddow,1,0
feminismiscancer feminismisterrorism feminismmuktbharat why malevote is ignored,1,0
already digging in to armorofgodstudy with the women of seabreeze church in largo fl prayerworks activatedlife,0,1
fuck xenophobia and drink arabian spiced coffee and eat berberian spiced food rainbow diversity only,1,0
what s humiliating is that our great country will have an ignorant tacky lying president notmypresident theresista,1,0
um why a girl and not a boy or maybe just gender neutral teenager,1,0
diisgusted by the perks offered to passengers of the same race as male crew members on flt 43 vs others who arnt same,1,0
pastor maimane won t respond to that zille is his boss and she literally made him he will kiss his job goodbye shou,1,0
a business against by villy wang tedinstitute,1,0
a n g r y msqrd beard bearded bear black white shoulders man guy boy brown,0,1
and all those others that didn t win are losers i hate losers,0,1
racist assholes ban one of the sweetest and kindest breed of dogs when will humans be blamed for pits stigma,0,1
why please explain to us why we re bad,1,0
warns rahulgandhi not to play politics on udtapunjab,0,1
because black is beautiful thursday,0,1
politics is great in theory but politicians are all self obsessed point scoring children amp idiots take their word as gospel dangerous,0,1
my age gender or race should not define my capabilities in 2016 ageism,1,0
omfg i m offended i m a mailbox and i m proud mailboxpride liberalisme,1,0
europe proves that diversity amp multiculturalism bring violence rape amp ruin to our white western countries,0,1
florida governor obama has not called after orlando terror attack,0,1
is defunding aboion and sending you to the inauguration,1,0
i d rather nominate at a racist than a liberal paul ryan basically uniteblue,0,1
seriously lede come on you can do better,1,0
seriously lede come on you can do better,1,0
f r i d a y with real bavarian blue white sky blue white sky bavaria visitbavaria bayernliebe,0,1
leave a gweh below if in 2017 you will no longer debate wypipo about slaver,1,0
trump if elected i ll ban immigration from areas with terrorism ties i guess only people from antaica will be permitted,0,1
your comments are reflections of ignorance and c,1,0
just learned that there re men who find breast feeding repulsive amp some of those are fathers does that makes any sense whatsoever,1,0
just listened to obama speech re orlando killings he completely politicized the event instead of addressing the tragedy itself,0,1
fakenews and a must feel good,1,0
you go girl maga,1,0
sexism may be harmful to men s mental health men woman,1,0
have we ever had peotus willing to complain abt his defeated opponent amp pay well after election over and to do s,1,0
check out this post confession i m america controversy equality kaepernick nationala,1,0
this guy look like his brother is who s first wife found him w another man having sex documented on a tv,1,0
i still can t get over donald trump s very poor sentence structure skills injustoutbook uneducated,0,1
thats you liberals,1,0
cctv appeal after horrific attack in norrisgreen,1,0
haha i get it,1,0
sick of liberals thinking it s ok to dictate where they think israeli jews should be allowed to live including in isr,1,0
are you seriously considering a performance at the inauguration of a lying misogynist,1,0
by the time you get to saying notallmen you ve already missed the point misogyny,1,0
donkey zionazis proud of murdering real palestinian semitic children thats what i call antisemtism,1,0
the end of me selfie love messi cr7 religion christianity mecca live,1,0
healthy and independent women only can take the state forward upcm yadavakhilesh womenempowerment,0,1
an act of hate stas a wildfire of more hate instead of coming together we just hate each other for having different political views,0,1
7 ways facebooks repoingsystem fails its communitystandards its users by blacklivesmatter,1,0
yep says he is a racist but still wants all to suppo him shows who the are in 2016 imwithher,0,1
techjunkiejh the daily show unpacks against blackwomen and asianmen on datingapps,1,0
the fuck done with mansplaining and other bullshit,1,0
great aicle about finland whiteness and equality,1,0
when you finish season 4 of orange is the new black and have to wait another year until the next season oitnb,0,1
anyone who suppos clinton on a feminist basis only cares about white centered feminism and that s disturbing and disgustin,0,1
i know ref to malevote amp womenvote is profiling as ref to blackvote hispanicvote accepting,1,0
girls in the world natt chanapa nu sex fuck,1,0
what a huge crowd for trump,0,1
i despise this antiamerican muslimpos amp everything he stands for trying to destroy the usa,1,0
nothing would be more dangerous than to give putinschoice the impression we accept stopracism boycott,1,0
tyruswong bambi aist thwaed by didnt want his children constrained by lines laid down by others,1,0
another closet trump suppoer who won t admit it publicly and makes excuses why they follow me,0,1
no comment in australia opkillingbay seashepherd helpcovedolphins thecove helpcovedolphins,1,0
yes because apparently being qualified for a job is dependent upon your ethnicity,1,0
so what are you saying blacks criminals blm teamd,1,0
ive had my id checked by the police zero times in 8 months of course the discrepancy has nothing to do i m a wh,1,0
suppoing trump makes conservatives act like liberals,0,1
there is no way that this this man should be allowed to become attorney general liar asshat,1,0
trump suppoers are interesting though disabled dementeddonny has fooled idiots that s okay yet,0,1
hardcore sets free video of black virgin girl only,0,1
what s the difference between a jew and a pizza a pizza doesn t scream in the oven jokes jewishjoke,1,0
misogony and are a spectrum if you voted for you are on it,1,0
dear theresamay brexit is amp lies remainers should never unite with leavers have a shit christmas lady,1,0
patriotwatch 3 42 nooltham 2 eltham refugees auspol asylumseekers rwnj,1,0
french try to stone amp kill indians in quebec criminal,1,0
so trump s campaign manager tweeted out a fake poll about how trump has soooo many aa suppoers dumpsterfire,0,1
you tell versions of lies with your hatred and vile attacks upon black men and women theron,0,1
he may be correct i just can t pay attention to a communist,1,0
the scars left by us waime camps mt,1,0
binge watching orange is the new black while catching up on work oitnb,0,1
why did the unitednations resolve that zionism is a form of,1,0
let me tell you a story about and videogames specifically marvel super heroes vs streetfighter,1,0
will u charge 35 on yur own products made outside the usa do tell hypocrisy trumplies bigot nazi,1,0
racial discrimination interacts with genetics impacts health among african americans sdoh,1,0
if you think about it you are the one we love,1,0
and there you have it folx the numbers don t lie americans are mostly,1,0
thanks to some random software download going on in the set top box i am missing the tonight show starring jimmy fallon why obama,0,1
only 1 in 4 yes only 25 of republican voters polled believe what trump said about judge curiel was racist morningjoe msnbc,0,1
this is a completely justified call out on my comment again i do apologize,1,0
would turn keys of country over to racist really vs clinton fool hack,0,1
israeli regime has roots in racism gaza palestine israel bds,1,0
scary that it s not that long ago,1,0
having fun playing afternoon by drums education wednesdaywisdom retweet fl palmbeach,0,1
amp instead of listening to trump i m sitting in the most boring video conference meeting ever,0,1
looks like i m watching orange is the new black all saturday nowork beenwaiting,0,1
newyearseve factophobia ale with people in 2017 whose use following words islamophobia feminism culturalenrichment,1,0
ohhhh so people really do think that because you are in an interracial relationship amp or have childrenofcolor you opt out of,1,0
is defunding aboion and sending you to the inauguration,1,0
why me why does it always have to be me emo black why,0,1
in pueorico environmental injustice and inflame protests over coal ash ty,1,0
can math help defeat math literacy adultedu,1,0
what does mtv have against whitepeople ccot via,1,0
proves that small dicks make small minds deploraball whitesheet inbred,1,0
who s posting this hrc always calls his donald trump don t post if it s not you or at least be honest amp say who does,0,1
my passion comes full circle wow i want 2 be in orlando aft trump pulse amp disney hea aching over child at disney,0,1
lesson from history choose carefully main l king malcolm x reconciliation vengeance blacklivesmatter lg,1,0
bluelivesmatter woke manspreading is okay ifyourenotwhiteyourenotracist,1,0
the blacks the blacks blacks facepalm smh,1,0
3 miami officers fired over target practice jokes policebrutality newswithed,1,0
share some happiness it s friday friday makeitagoodone tagafriend women,0,1
sex videos fucking cross,1,0
trumpusa when they call us homophobic misogynist they are really saying they are jealous of us w,1,0
i hate it but i have to face the truth i m always going to be second quotes latenights ness crying,0,1
i m no trump suppoer but this ad speaks volume ab and the who endorsed her on tue,0,1
if you suppo trump then you too are a racist sorry you have to dance with the one that brought you to the dance neverump,0,1
porn video smoking porn fetish,1,0
has happened far too often,1,0
intrumpsamerica extending your hand amp uniting merica is unprecedented rapist egomaniac,1,0
here s the thing even if the cavs win in game6 y all gone say they won because the nba is rigged the hate be so real for one man,0,1
i m so disgusted at the tweets of hate being spewed they should be removed from twitter hate,0,1
expes explain the best way to deal with friends amp family,1,0
breaking news former coach joined mpumalanga black aces,0,1
conormcgregor runs his mouth endlessly like rondarousey both have lost and yet ppl only take glee in her losing perhaps,1,0
last thing they did before i blocked and repoed them was retweet me calling them a nazi with no extra commentary,0,1
liz treacy condone ex councillor mark hackett s islamophobia for me,1,0
twitter is full of vile altright homophobic theistic trolls but man does it give me the juice to fightlikeagirl,1,0
the world has gone crazy why is there so much hate in this world orlandohorror footballfights,0,1
trumpusa when they call us homophobic misogynist they are really saying they are jealous of us w,1,0
also keyboard is when i type cause coopting terrorists reg syria it autocorrects to cause colored terrorists,1,0
would rather be involved in the bullshit politics that our community has rather than play the greatest gam,0,1
just like waronwomen amp guncontrol need russia to be the bad guy as an excuse for their bad ideology tlot p2,1,0
storyville forever pure football and in jerusalem on,1,0
boycott lying divisive nationalist foxnews add to your list karma s,1,0
we watch little tv horrible that my daughter and i are watching because of hate terror and intolerance,0,1
now that s not nice we re urging president elect to denounce through his twitter acct,1,0
feminismiscancer feminismisterrorism feminismmuktbharat why malevote is ignored,1,0
just pre ordered this it sounds a really great book,1,0
greed is killing our planet and the human race extinction stopthewars,1,0
does hollywood present as a stereotype solidarity onelove,1,0
cept she plays a celtic woman celtic symbols and accent etc but because she s bald character ppl assume she s a man,1,0
todays donkey zionazi is proud of murdering real palestinian semitic children thats what i call,1,0
how pathetic of to attempt to invoke a dead war hero to defend one of many of trump s racist,0,1
surprise adam saleh is a,1,0
says who your iq is so low u have 2stand on a highstool 2raise your iq we both know blm is a,1,0
racism at home and anti advice for others we re good at both,1,0
new video shows how this guy and how he staed to abuse and humiliated an muslim guy,1,0
no im not attracted to asian ppl bc im not asian what if i tell you no im not attracted to u bc im not inse race here hoe,1,0
thehistorypic donald trump and mike tyson motivation,0,1
i hate online applications because you don t even get your foot in the door before they tell you no we don t need you,0,1
silveragatka had to screenshot amp share these snaps from michaelacoel it s an impoant message colou,1,0
yeah man fuck feminism,1,0
she resigned today from the chaer school texas justicereform,1,0
if you hold open a door for a woman because she s a woman and not because it s a nice thing to do that s don t even try to deny it,1,0
you hate blacks enjoying being black ie miscegenation,0,1
ifyousawinyouwhatisee you would believe the accusations regarding your father,1,0
prison officers goaded muslim inmates until they needed to be restrained as pa of a game,1,0
smileyong along with kingconrad make me go through hell,1,0
who the hell is juan to decide if kellyann can raise her kids and work we ve been doing it for years can t stand,1,0
how will society overcome is it possible to end racism it happens one person at a time spirituality,1,0
i do not understand at what point will stop giving aiime to racist jeffrey lord i don t get it cheap,0,1
snatch that wig off james brown head amp get her out,1,0
how quebec s humanrights amp justice system fail to protect victims of police,1,0
my passion comes full circle wow i want 2 be in orlando aft trump pulse amp disney hea aching over child a,0,1
kevin macdonald ethnocentrism is normal and rational race ethnocentrism altright pegida,1,0
done good idea repoed you for abusive content as a troll,1,0
again looks like a damned fool for 50 years the usa has openly opposed settlement buliding by israel,1,0
blacklivesmatter that s why bilal called the adhan on the kaaba always existed hamza yusuf that was not nice,1,0
i almost always trust brazilians,1,0
are you so bitter because you re a minoritypresident who lost the people by 3 million maga impeachtrump,1,0
any other striker in the league did the same wouldnt have been disallowd munmid,1,0
ppl wait for 10 hrs airpo miss connecting flights put them on flights 24 hrs later a,1,0
in bluntly tweet cologne police announces racial profiling at main station wow,1,0
aptly named we have whitesboro in ny with its ndn killing town seal and whiteland with its mascot,1,0
f this government that deliberately toures refugees we just had a coronial inquest into hamid s death amp busi,1,0
as us citizens we find ourselves in a period of great contradictions ie fascistdemocracy seems to be,1,0
it is 2 think even 1 died black muslim etc 4 trump,0,1
wow a lot of thumbs down on this video ouch hate pyrocynical why pulse,0,1
what you should know about environmental,1,0
there s never any room for in a school board ever kids at these schools are 100 of our future,1,0
what over rode journalists integrity was greed and ambition along with a total absence of courage,1,0
whoa what a cute amp quaint trump rally lol delegaterevolt dumptrump,0,1
how was first officially codified in 15th century spain,1,0
in atlanta the mayor amp police force allow s to rule the city block roads amp freeways w o action,1,0
wife crashes her own funeral horrifying her husband who had ordered her killed community turns against her,1,0
bill you re a fucking communist antiamerican unpatriotic disgrace take your ass to russia,1,0
no as u have termed him an outsider who gave u that right i only said is more indian than many of us,1,0
who had that 4 blackpeople beat up a whiteperson so isn t that no 3 bp might make it 2 cou alive but serve life somehow vs,1,0
ends 2016 with a hopeful message against in the music industry via,1,0
sunday to you all photo by model urbex topless tits mono retweet sexy heels ace,0,1
why is 4 whores on ring of fire misogyny,1,0
hold the date wearetech women 23 nov full details of our 1st womenintech conference launches in 3 days,0,1
ebonics pa of huge con job blacks amp liberals have been running on america for decades is actually lack of lan,1,0
michelleobama is the most hated women in america today get your facts straight her and her oprah,1,0
check this out i mentioned this org to you back in april founder is a girl from nyc happy new yea,1,0
if i cud this 1000x i wud blackonblack ris2016 antiblackness dogwhistle blacklives,1,0
a message of hope for newyear building a business to end storytelling endof2016 tedtalks tedatibm,1,0
it still strikes me that there s only 4 women out of 50 in highest rated ceos topceos powerwomen,0,1
our baby muse alma wearing white shavuot imahotmag inspiration nofilter kidsil,0,1
see now i would have expected the entire msr community to like and retweet this one,0,1
whoa what a cute amp quaint trump rally lol delegaterevolt dumptrump,0,1
porn videos free nude beach photo,1,0
hard to reconcile simon s musical genius and his politics,0,1
imagine a world where all you did was follow a club you hate on twitter obsessed,0,1
from emojis to the inexistence reverse via,1,0
nothing that would be taharrush taharrushgamea rapeugee,1,0
the truth abt police amp maga audiblechannels,1,0
dear you are a asshole please go fuck yourself,1,0
no joke i m tired of celebrities acting like i m threatened by them leaving also they re too to move to mexico,1,0
feminismiscancer feminismisterrorism feminismmuktbharat why malevote is ignored,1,0
black amp white photoshoot modelling calvinklein gb missworldnaturalbeauty2016 july,0,1
obama guns are bad hate is bad but still not a word about islamicterrorism you ll never defeat an enemy you refuse to,0,1
speaking of in science and medicine cc,1,0
alabama victoria secret shoppers face racial discrimination video cwt via,1,0
trump is just a weak nasty feminist cunt no god at all for the right wing whites,0,1
al capone was jailed for tax evasion not murders he committed what is s achilles heel unpresidented nohate,1,0
realitycheck policing in america from a cop audiblechannels policebrutality socialjustice,1,0
if only all the money spent trying to convince us someone is racist was instead used to help bring people together trump in the dumps,0,1
americans suppo these zionist occupiers let s hope america wakes up to the plight of the palestinians,1,0
loving this red amp white inspiregram that was requested last week so and proud to be canadian ocanada,0,1
far right in georgia showing euro values of,1,0
resign bigot sandyhook tears,1,0
lying and his disingenuous excuses for deviant remarks about michelle amp barackobama,1,0
thank you for the encouragement and retweet,0,1
hot new release swiftly sharpens the fang radicalisation revenge preorder 99c,1,0
no hitler comparisons,1,0
deafed community look at rethinkdiscipline ableism audism stpp massincarceration deafinprison decriminaliz,1,0
book enduring conviction fred korematsu amp his quest for justice humanrights ht,1,0
witness a miracle emma wearing a sho and not completely black dress i am a girl praise hot,0,1
sikh temple vandalised in in calgary wso condemns act,1,0
don t let the and misogynist loosahs get you down you are doing an incredible job as a journalist,1,0
economicsanctions on russia cuba and china but none against whiteprivilege or whitesupremacy or 2017 roughwaters,1,0
i m trying so hard to make your handwritten indirect pretty and you tweet shit like this shut up,1,0
this so of shit is why there will never be peace telaviv hate,0,1
when you re blocked by a troll because you promise to blacklivesmatter amp let his nonsensical rants boos,1,0
you don t think w will share guarani aquifer water w those who humiliated little brother,1,0
it s not about truth anymore gorka every pa of the world that obama and hillary have touched is on fire h,0,1
2017 make fakequity great er again via racialequity,1,0
i swear it feels like these strap on amp dildos are gonna replace us men soon the way you women have forgotten we exist bye bye mankind,0,1
yes disgusting and hateful trumpsamerica hateful,1,0
win with dignity you chauvinist pig notmypresident fucktrump lostpopularvote americadoesntwantyou bigot,1,0
hardcore music nude asian women free,0,1
again looks like a damned fool for 50 years the usa has openly opposed settlement buliding by israel,1,0
dear white boys in the big trucks i know your compensating for your small dicks but tailgating will not help you with that amp small,0,1
fascism doesn t arrive doing a nazi salut but in a sharp suit altright richardspencer trumpism dkpol,1,0
donald j trump this is how he reacted to deadliest mass shooting in american history,0,1
