text,true_label,predicted_label
to all of those who answer replies to my youtube comments you do not i repeat you do not know me when i m angry goodluck,1,0
new lets play video post by eric qualls letsplayeng,0,1
and destructive socialists maddow,1,0
already digging in to armorofgodstudy with the women of seabreeze church in largo fl prayerworks activatedlife,0,1
fuck xenophobia and drink arabian spiced coffee and eat berberian spiced food rainbow diversity only,1,0
pastor maimane won t respond to that zille is his boss and she literally made him he will kiss his job goodbye shou,1,0
a n g r y msqrd beard bearded bear black white shoulders man guy boy brown,0,1
and all those others that didn t win are losers i hate losers,0,1
racist assholes ban one of the sweetest and kindest breed of dogs when will humans be blamed for pits stigma,0,1
i just saw a horrible example of a so called million woman makeup amp heels amp weave don t cover up an ugly personality,0,1
because black is beautiful thursday,0,1
politics is great in theory but politicians are all self obsessed point scoring children amp idiots take their word as gospel dangerous,0,1
omfg i m offended i m a mailbox and i m proud mailboxpride liberalisme,1,0
i ve heard in presidential debates about isis vladimir putin and the lgbt rights but none will address the injustices towards blacks,0,1
is defunding aboion and sending you to the inauguration,1,0
childless woman demands maternity leave via seems like a headline from the onion but it s not,0,1
seriously lede come on you can do better,1,0
seriously lede come on you can do better,1,0
f r i d a y with real bavarian blue white sky blue white sky bavaria visitbavaria bayernliebe,0,1
just learned that there re men who find breast feeding repulsive amp some of those are fathers does that makes any sense whatsoever,1,0
fakenews and a must feel good,1,0
you re too interested in being right and uninterested in determining truth lack of maturity amp intelligence,0,1
the decision to perform for trump will forever stain mormon values,1,0
have we ever had peotus willing to complain abt his defeated opponent amp pay well after election over and to do s,1,0
cia ncs sockpuppetarmy hbgary troll snowden amp their sop is logical fallacies not saying is or,0,1
this guy look like his brother is who s first wife found him w another man having sex documented on a tv,1,0
cctv appeal after horrific attack in norrisgreen,1,0
haha i get it,1,0
the latest dairy k s thanks to,0,1
flagging because you might be police,0,1
an act of hate stas a wildfire of more hate instead of coming together we just hate each other for having different political views,0,1
yep says he is a racist but still wants all to suppo him shows who the are in 2016 imwithher,0,1
anyone who suppos clinton on a feminist basis only cares about white centered feminism and that s disturbing and disgustin,0,1
tyruswong bambi aist thwaed by didnt want his children constrained by lines laid down by others,1,0
yes because apparently being qualified for a job is dependent upon your ethnicity,1,0
retweet if you agree,1,0
suppoing trump makes conservatives act like liberals,0,1
trump suppoers are interesting though disabled dementeddonny has fooled idiots that s okay yet,0,1
hardcore sets free video of black virgin girl only,0,1
what s the difference between a jew and a pizza a pizza doesn t scream in the oven jokes jewishjoke,1,0
misogony and are a spectrum if you voted for you are on it,1,0
french try to stone amp kill indians in quebec criminal,1,0
so trump s campaign manager tweeted out a fake poll about how trump has soooo many aa suppoers dumpsterfire,0,1
it s working the social media divide is growing by the minute,0,1
you tell versions of lies with your hatred and vile attacks upon black men and women theron,0,1
agree just take bin but common sense they know who are persistent and those where it s a one off council tax tut,0,1
he may be correct i just can t pay attention to a communist,1,0
the scars left by us waime camps mt,1,0
let me tell you a story about and videogames specifically marvel super heroes vs streetfighter,1,0
if you think about it you are the one we love,1,0
only 1 in 4 yes only 25 of republican voters polled believe what trump said about judge curiel was racist morningjoe msnbc,0,1
this is a completely justified call out on my comment again i do apologize,1,0
would turn keys of country over to racist really vs clinton fool hack,0,1
scary that it s not that long ago,1,0
anderson cooper amp don lemon will not like gays being thrown off buildings by sharia 2ndamendment,0,1
amp instead of listening to trump i m sitting in the most boring video conference meeting ever,0,1
ohhhh so people really do think that because you are in an interracial relationship amp or have childrenofcolor you opt out of,1,0
is defunding aboion and sending you to the inauguration,1,0
why do americans have to be dragged kicking amp screaming amp whining to do the right thing guns rip,0,1
can math help defeat math literacy adultedu,1,0
proves that small dicks make small minds deploraball whitesheet inbred,1,0
who s posting this hrc always calls his donald trump don t post if it s not you or at least be honest amp say who does,0,1
bluelivesmatter woke manspreading is okay ifyourenotwhiteyourenotracist,1,0
i m no trump suppoer but this ad speaks volume ab and the who endorsed her on tue,0,1
if you suppo trump then you too are a racist sorry you have to dance with the one that brought you to the dance neverump,0,1
just look at his eyes he s a fucking psychopath how did he get anywhere near,0,1
expes explain the best way to deal with friends amp family,1,0
hillary isn t likable by manywomen or by mostpeople it s she s first womanpotuscandidate anybody buthillary 2016,0,1
conormcgregor runs his mouth endlessly like rondarousey both have lost and yet ppl only take glee in her losing perhaps,1,0
twitter is full of vile altright homophobic theistic trolls but man does it give me the juice to fightlikeagirl,1,0
also keyboard is when i type cause coopting terrorists reg syria it autocorrects to cause colored terrorists,1,0
just like waronwomen amp guncontrol need russia to be the bad guy as an excuse for their bad ideology tlot p2,1,0
storyville forever pure football and in jerusalem on,1,0
now that s not nice we re urging president elect to denounce through his twitter acct,1,0
just pre ordered this it sounds a really great book,1,0
this defense is what rape culture looks like via endrapeculture smashpatriachy burnthesystemdown,0,1
his dad is an idiot for saying what he said as well dont get me staed on the judge,0,1
greed is killing our planet and the human race extinction stopthewars,1,0
does hollywood present as a stereotype solidarity onelove,1,0
cept she plays a celtic woman celtic symbols and accent etc but because she s bald character ppl assume she s a man,1,0
how pathetic of to attempt to invoke a dead war hero to defend one of many of trump s racist,0,1
surprise adam saleh is a,1,0
no im not attracted to asian ppl bc im not asian what if i tell you no im not attracted to u bc im not inse race here hoe,1,0
the truth the fucking media and politicians of this country should be ashamed you are incapable of telling the truth,0,1
well stop buying food you fat ass,0,1
she resigned today from the chaer school texas justicereform,1,0
if you hold open a door for a woman because she s a woman and not because it s a nice thing to do that s don t even try to deny it,1,0
only you can stop this suppoyourfrontline suppoallinanurses mna putcarebackinhealthcare,0,1
you hate blacks enjoying being black ie miscegenation,0,1
ifyousawinyouwhatisee you would believe the accusations regarding your father,1,0
mpho tutu choosing between the church and being gay that god called her to serve amp his church turne,0,1
smileyong along with kingconrad make me go through hell,1,0
bihdayjudygarland via via,0,1
who the hell is juan to decide if kellyann can raise her kids and work we ve been doing it for years can t stand,1,0
you been fell off honestly too busy hating on other producers amp how your selfies look on social media and done lost da sauce smh,0,1
obama speech today was crazy amp only concern was muslims,0,1
he would have washed his color off if he could have,0,1
how did you slip through you are a threat to america bigotry misogyny ignorance alwaystrup,0,1
ask the cdc maybe drs hands are tied even if they re aware amp recognize chroniclyme due to ignorance,0,1
i do not understand at what point will stop giving aiime to racist jeffrey lord i don t get it cheap,0,1
snatch that wig off james brown head amp get her out,1,0
done good idea repoed you for abusive content as a troll,1,0
i almost always trust brazilians,1,0
any other striker in the league did the same wouldnt have been disallowd munmid,1,0
your hatred that was field by your conservative media outlets has blinded you to reality,0,1
aptly named we have whitesboro in ny with its ndn killing town seal and whiteland with its mascot,1,0
black judge quietly removed from philandocastile shooting trial with little explanation newswithed,1,0
as us citizens we find ourselves in a period of great contradictions ie fascistdemocracy seems to be,1,0
it is 2 think even 1 died black muslim etc 4 trump,0,1
wow a lot of thumbs down on this video ouch hate pyrocynical why pulse,0,1
what you should know about environmental,1,0
he will stop all immigration until he needs a new wife dumptrump,0,1
there s never any room for in a school board ever kids at these schools are 100 of our future,1,0
what over rode journalists integrity was greed and ambition along with a total absence of courage,1,0
how was first officially codified in 15th century spain,1,0
read why dancing makes you here,0,1
who had that 4 blackpeople beat up a whiteperson so isn t that no 3 bp might make it 2 cou alive but serve life somehow vs,1,0
check this out i mentioned this org to you back in april founder is a girl from nyc happy new yea,1,0
hard to reconcile simon s musical genius and his politics,0,1
from emojis to the inexistence reverse via,1,0
simon homophobic assholes don t need te find an excuse in their mind everything is caused by equal rights t,0,1
no joke i m tired of celebrities acting like i m threatened by them leaving also they re too to move to mexico,1,0
black amp white photoshoot modelling calvinklein gb missworldnaturalbeauty2016 july,0,1
trump is just a weak nasty feminist cunt no god at all for the right wing whites,0,1
al capone was jailed for tax evasion not murders he committed what is s achilles heel unpresidented nohate,1,0
if only all the money spent trying to convince us someone is racist was instead used to help bring people together trump in the dumps,0,1
who basis their decisions off of media toomany,0,1
i m being censored youtube s war against vegans truth,0,1
are we entering a new age of a repoer reflects on the hate crime beat,1,0
far right in georgia showing euro values of,1,0
florida teen commits suicide over nude snapchat video of her,0,1
isis burns alive 19 girls feminist in the west complain about mythical patriarchy and wage gap factsoverfeelings altright,0,1
deafed community look at rethinkdiscipline ableism audism stpp massincarceration deafinprison decriminaliz,1,0
don t let the and misogynist loosahs get you down you are doing an incredible job as a journalist,1,0
i m trying so hard to make your handwritten indirect pretty and you tweet shit like this shut up,1,0
and you re profiling based on looks isn t that illegal butthu feelthebern,0,1
you don t think w will share guarani aquifer water w those who humiliated little brother,1,0
it s not about truth anymore gorka every pa of the world that obama and hillary have touched is on fire h,0,1
i swear it feels like these strap on amp dildos are gonna replace us men soon the way you women have forgotten we exist bye bye mankind,0,1
dear white boys in the big trucks i know your compensating for your small dicks but tailgating will not help you with that amp small,0,1
donald j trump this is how he reacted to deadliest mass shooting in american history,0,1
